0
,,,.,.,L(1),P(4),.,.,.,
,,,.,.,L(1),P(4),.,P(3),.,
,,,.,.,.,.,.,P(3),.,
,,,.,.,.,.,.,.,.,
,,,.,P(6),P(6),.,.,.,.,
,,,.,.,.,.,.,L(2),.,
,,,.,P(5),P(5),.,.,L(2),.,


1
,,,.,.,L(1),P(4),.,.,.,
,,,.,.,L(1),P(4),.,P(3),.,
,,,.,.,.,.,.,P(3),.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,L(2),.,
,,,.,P(5),P(5),.,.,L(2),.,


2
,,,.,.,L(1),.,.,.,.,
,,,.,.,L(1),.,.,P(3),.,
,,,.,.,.,.,.,P(3),.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,L(2),.,
,,,.,P(5),P(5),.,.,L(2),.,


3
,,,.,.,L(1),.,.,.,.,
,,,.,.,L(1),.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,L(2),.,
,,,.,P(5),P(5),.,.,L(2),.,


4
,,,.,.,L(1),.,.,.,.,
,,,.,.,L(1),.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,L(2),.,
,,,.,.,.,.,.,L(2),.,


5
,,,P(10),P(10),L(1),.,.,.,.,
,,,.,.,L(1),.,.,.,.,
,,,.,P(7),.,.,.,P(12),P(12),
,,,.,P(7),.,L(8),.,.,.,
,,,L(9),.,.,L(8),.,.,.,
,,,L(9),.,.,.,L(11),L(11),.,
,,,.,.,.,.,.,.,.,


6
,,,P(10),P(10),L(1),.,.,.,.,
,,,.,.,L(1),.,.,.,.,
,,,.,P(7),.,.,.,P(12),P(12),
,,,.,P(7),.,L(8),.,.,.,
,,,L(9),.,.,L(8),.,.,.,
,,,L(9),.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,


7
,,,P(10),P(10),L(1),.,.,.,.,
,,,.,.,L(1),.,.,.,.,
,,,.,P(7),.,.,.,.,.,
,,,.,P(7),.,L(8),.,.,.,
,,,L(9),.,.,L(8),.,.,.,
,,,L(9),.,.,.,.,.,.,
