0
,,,.,.,.,L(5),.,.,.,
,,,.,.,.,L(5),.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,L(3),.,L(1),.,.,
,,,.,.,L(3),.,.,.,.,
,,,.,.,.,.,L(1),.,.,
,,,P(4),P(4),.,.,.,.,.,


1
,,,.,.,.,L(5),.,.,.,
,,,.,.,.,L(5),.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,L(3),.,L(1),.,.,
,,,.,.,L(3),.,.,.,.,
,,,.,.,.,.,L(1),.,.,
,,,.,.,.,.,.,.,.,


2
,,,.,.,.,L(5),.,.,.,
,,,.,.,.,L(5),.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,L(1),.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,L(1),.,.,
,,,.,.,.,.,.,.,.,


3
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,L(1),.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,L(1),.,.,
,,,.,.,.,.,.,.,.,


4
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,L(1),.,.,
,,,.,.,.,.,L(1),.,.,
,,,.,.,.,.,.,.,.,


5
,,,.,.,.,.,P(7),.,L(11),
,,,P(9),.,.,.,P(7),.,L(11),
,,,P(9),.,.,.,.,.,.,
,,,.,L(8),L(8),L(6),L(6),.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,L(10),L(10),.,.,.,


6
,,,.,.,.,.,P(7),.,L(11),
,,,.,.,.,.,P(7),.,L(11),
,,,.,.,.,.,.,.,.,
,,,.,L(8),L(8),L(6),L(6),.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,L(10),L(10),.,.,.,


7
,,,.,.,.,.,.,.,L(11),
,,,.,.,.,.,.,.,L(11),
,,,.,.,.,.,.,.,.,
,,,.,L(8),L(8),L(6),L(6),.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,L(10),L(10),.,.,.,


8
,,,.,.,.,.,.,.,L(11),
,,,.,.,.,.,.,.,L(11),
,,,.,.,.,.,.,.,.,
,,,.,.,.,L(6),L(6),.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,L(10),L(10),.,.,.,


9
,,,.,.,.,.,.,.,L(11),
,,,.,.,.,.,.,.,L(11),
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,L(10),L(10),.,.,.,


10
,,,.,L(15),.,.,.,.,.,
,,,P(15),P(15),.,.,.,.,.,
,,,.,.,.,L(13),P(13),P(13),.,
,,,.,.,.,.,.,.,.,
,,,.,.,P(12),P(12),.,.,.,
,,,.,.,.,.,.,P(14),P(14),
,,,.,.,L(10),L(10),.,.,.,


11
,,,.,L(15),.,.,.,.,.,
,,,P(15),P(15),.,.,.,.,.,
,,,.,.,.,L(13),P(13),P(13),.,
,,,.,.,.,.,.,.,.,
,,,.,.,P(12),P(12),.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,L(10),L(10),.,.,.,


12
,,,.,L(15),.,.,.,.,.,
,,,P(15),P(15),.,.,.,.,.,
,,,.,.,.,L(13),P(13),P(13),.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,L(10),L(10),.,.,.,


13
,,,.,L(15),.,.,.,.,.,
,,,P(15),P(15),.,.,.,.,.,
,,,.,.,.,L(13),L(13),.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,L(10),L(10),.,.,.,


14
,,,.,L(15),.,.,.,.,.,
,,,.,L(15),.,.,.,.,.,
,,,.,.,.,L(13),L(13),.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,L(10),L(10),.,.,.,


15
,,,.,.,.,.,.,.,.,
,,,.,.,P(19),P(13),P(13),.,.,
,,,.,.,P(19),P(13),P(13),L(16),.,
,,,P(17),.,.,.,.,L(16),.,
,,,P(17),.,.,.,.,.,.,
,,,.,.,.,.,.,P(18),.,
,,,.,.,L(10),L(10),.,P(18),.,


16
,,,.,.,.,.,.,.,.,
,,,.,.,P(19),P(13),P(13),.,.,
,,,.,.,P(19),P(13),P(13),L(16),.,
,,,P(17),.,.,.,.,L(16),.,
,,,P(17),.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,L(10),L(10),.,.,.,


17
,,,.,.,.,.,.,.,.,
,,,.,.,P(19),P(13),P(13),.,.,
,,,.,.,P(19),P(13),P(13),L(16),.,
,,,.,.,.,.,.,L(16),.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
